Industry,Gender,education_level,avg_salary
Sales,Woman,"Some college",75545.000000
Sales,Woman,"College degree",75219.000000
Sales,Woman,PhD,71666.666667
Sales,Man,"High School",58280.000000
Sales,Non-binary,"Some college",40600.000000
Sales,Non-binary,"College degree",35250.000000
Sales,Woman,Unknown,33181.500000
"Sales ",Woman,"College degree",76000.000000
"Sales Operations",Woman,"College degree",96000.000000
"Sales operations",Man,"College degree",75000.000000
"Sales Operations ",Woman,"Some college",55000.000000
Science,Man,PhD,92665.333333
Science,Woman,PhD,87500.000000
Science,Woman,"College degree",65182.000000
Science,Woman,"Master's degree",60333.333333
Science,"Other or prefer not to answer","College degree",44000.000000
"Science ",Woman,PhD,105000.000000
"Science ",Woman,"Master's degree",22000.000000
"Science ",Woman,"College degree",20152.000000
"Science - QC lab",Woman,"Master's degree",91794.000000
"Science (Chemistry R&D)",Woman,"College degree",123000.000000
"Science (Laboratory)",Woman,"College degree",59000.000000
"Science (Research, Biology)",Woman,PhD,55000.000000
"Science academia",Woman,PhD,59000.000000
"Science and Natural Resource Management",Woman,"Master's degree",96000.000000
"Science and reasearch",Woman,PhD,40000.000000
"Science publishing",Woman,PhD,103000.000000
"Science research",Woman,PhD,59666.666667
"Science Research",Non-binary,"Master's degree",56763.000000
"Science research",Woman,"College degree",44000.000000
"Science Research, government",Woman,PhD,131000.000000
"Science/Biotech ",Woman,"College degree",65000.000000
"Science/government ",Woman,PhD,110500.000000
Science/Research,Woman,"Master's degree",70000.000000
"Science/Research (Academia)",Woman,"College degree",38784.000000
"Science/research non-academic",Woman,PhD,76000.000000
Sciences,Woman,"College degree",35500.000000
Scientific,Woman,"Master's degree",80000.000000
Scientific,Woman,"College degree",80000.000000
"Scientific analysis",Woman,"Master's degree",70000.000000
"Scientific publishing",Woman,PhD,65000.000000
"Scientific R&D",Woman,"Master's degree",55500.000000
"Scientific Research",Man,"Master's degree",180000.000000
"Scientific research",Woman,PhD,101500.000000
"Scientific research",Woman,"Master's degree",65247.400000
"Scientific Research",Man,PhD,51950.000000
"Scientific Research",Man,"College degree",43500.000000
"Scientific Research",Woman,"College degree",32104.500000
"Scientific Research",Woman,"Some college",31200.000000
"Scientific Research ",Man,PhD,48000.000000
"Scientific research (industry) ",Woman,PhD,122000.000000
Scientist,Woman,PhD,1000000.000000
Scientist,Man,"College degree",125000.000000
Scientist,Woman,"College degree",103500.000000
Scientist,Woman,"Master's degree",76000.000000
Security,Woman,"College degree",85000.000000
Security,Woman,"Some college",50000.000000
"Security and manufacturing company",Woman,"College degree",36000.000000
Service,Woman,"Some college",70000.000000
"Service and repair",Woman,"Some college",51000.000000
"Shared office space",Woman,"College degree",48000.000000
"Skilled trade ",Woman,"Some college",80000.000000
"Small business/service company",Woman,"High School",41000.000000
"Social networks",Non-binary,PhD,2000000.000000
"Social Research",Woman,"Master's degree",34024.000000
"Social science ",Woman,PhD,129000.000000
"social science research - not quite academia, not quite nonprofit, not quite consulting",Woman,"Master's degree",91000.000000
"Social sciences research",Woman,"College degree",55000.000000
"Social Work",Woman,Unknown,108604.500000
"Social Work","Other or prefer not to answer","College degree",90000.000000
"Social Work",Man,"Master's degree",75680.600000
"Social Work",Woman,PhD,74595.000000
"Social Work",Non-binary,"Professional degree (MD, JD, etc.)",72000.000000
"Social Work",Woman,"Master's degree",61864.552147
"Social Work",Non-binary,"Master's degree",57350.000000
"Social Work",Man,"College degree",56400.000000
"Social Work",Unknown,"Master's degree",56000.000000
"Social Work",Woman,"College degree",47148.169231
"Social Work",Man,"Professional degree (MD, JD, etc.)",43000.000000
"Social Work",Woman,"Some college",41931.000000
"Social Work",Woman,"High School",38600.000000
"Social Work",Man,"Some college",28080.000000
"Social Work",Non-binary,"College degree",26116.000000
"Soft Drinks Manufacturing ",Man,"High School",48000.000000
Software,Man,"College degree",180000.000000
Software,Woman,"College degree",117666.666667
Software,Woman,"Some college",92700.000000
Software,Man,"Some college",78000.000000
"Software as a Service SaaS",Woman,"College degree",68000.000000
"Software Development",Woman,"College degree",145000.000000
"Software Development / IT",Non-binary,"College degree",70000.000000
"Software Products",Woman,"Master's degree",115000.000000
Software/programming,Woman,"Some college",190000.000000
Soldier,Man,"College degree",90000.000000
"Sourcing & Procurement",Woman,"Professional degree (MD, JD, etc.)",105000.000000
Space,Woman,"College degree",75000.000000
"Special Collections Library",Woman,"Master's degree",45000.000000
"Specialist clothing",Woman,"College degree",72000.000000
"Specialist policy consulting/research",Woman,"Master's degree",25000.000000
Sports,Man,"College degree",300000.000000
"Staffing & workforce solutions ",Woman,"College degree",59900.000000
"Staffing agency",Woman,"Master's degree",62400.000000
"Staffing Firm",Woman,"College degree",125000.000000
"Staffing Industrry",Man,"Master's degree",60000.000000
"State and federal contractor",Woman,"College degree",75000.000000
"State DOT",Man,"Some college",45000.000000
"State-level public transportation agency",Man,"Master's degree",116000.000000
"Stay-at-home parent",Woman,"Master's degree",0.000000
"STEM medical research",Woman,"College degree",40000.000000
"STEM research",Woman,PhD,135000.000000
"STEM Research",Woman,"College degree",38000.000000
"Storage Facility ",Woman,"College degree",120000.000000
Strategy,Woman,"College degree",150000.000000
"strategy consulting",Woman,"Master's degree",195000.000000
Student,Woman,"Master's degree",42500.000000
student,Man,"Some college",9360.000000
"Student ","Other or prefer not to answer","College degree",0.000000
"student paid intern in computing",Woman,"Some college",40000.000000
"Subsidized Seniors Housing",Woman,"College degree",45000.000000
"Summer camp",Woman,"College degree",52000.000000
"Supply Chain",Woman,"College degree",108250.000000
"Supply Chain",Man,"College degree",98736.000000
"Supply chain",Woman,"Master's degree",56000.000000
"Supply Chain Distribution ",Woman,"Master's degree",61800.000000
"Supply Chain Operations",Woman,"College degree",93000.000000
"Supply Chain!",Woman,"College degree",144656.000000
"Survey methodology",Woman,"Master's degree",71000.000000
"Survey Research/Public Policy Research",Woman,"College degree",76000.000000
Surveying,Man,"Some college",46280.000000
"Surveying ",Man,"Master's degree",85000.000000
"Synthetic Chemical Manufacturing",Woman,"Master's degree",103000.000000
"Tabletop Games Publishing",Man,"College degree",42000.000000
"Tabletop Gaming",Man,"Some college",44850.000000
"Tailoring Service",Woman,"College degree",35360.000000
Tech,Woman,"Some college",160000.000000
Tech,Woman,"College degree",109000.000000
"Technical writing",Woman,"Master's degree",92000.000000
Technical/Cybersecurity,Woman,"Master's degree",190000.000000
Technical/IT,Woman,"Some college",97000.000000
Technology,Woman,"College degree",178000.000000
Technology,Woman,"Master's degree",125000.000000
Technology,Man,"College degree",58000.000000
"Technology ",Woman,"Master's degree",98000.000000
technology/SaaS,Woman,"College degree",87500.000000
Telecommunications,Woman,"College degree",79000.000000
"Telecommunications ",Woman,"College degree",78894.000000
"Telecommunications (GPS)",Woman,"College degree",84500.000000
"Textbook Copyeditor",Man,"College degree",56160.000000
Theatre,Woman,"College degree",20000.000000
"Think tank",Woman,"Master's degree",73140.000000
"Third sector/non profit - medical membership in UK",Woman,"College degree",41206.000000
"TIC (Testing, Inspection & Certification)",Man,"College degree",34000.000000
"Title/Real Estate ",Non-binary,"College degree",62500.000000
Tourism,Woman,"Master's degree",20800.000000
Toxicology,Woman,"College degree",57000.000000
"Trade Association",Woman,PhD,189000.000000
"Trade association",Woman,"College degree",121500.000000
"Trade Association",Woman,"Master's degree",111000.000000
"Trade Association",Woman,"Professional degree (MD, JD, etc.)",83000.000000
"trade association/membership",Woman,"College degree",65100.000000
"Trades (Supply Chain) Oil and Gas",Woman,"College degree",91160.000000
Training,Woman,"Master's degree",98500.000000
Training,Man,"College degree",88700.000000
Training,Woman,"College degree",67000.000000
"Training and Professional Services",Woman,"College degree",68700.000000
translation,Woman,"Master's degree",330100.000000
Translation,Woman,"College degree",109214.400000
Translation,"Other or prefer not to answer","College degree",75000.000000
Translation,Man,"Master's degree",36000.000000
Translation,Non-binary,"College degree",35000.000000
Translation,"Other or prefer not to answer","Master's degree",22800.000000
"Translation ",Woman,"Master's degree",60000.000000
"Translation ",Woman,"Some college",8000.000000
"Translation and Localization",Woman,"Master's degree",43000.000000
Translation/transcription,Man,"College degree",38000.000000
"Transport or Logistics",Woman,"Professional degree (MD, JD, etc.)",130000.000000
"Transport or Logistics",Woman,"High School",101710.428571
"Transport or Logistics","Other or prefer not to answer",Unknown,95000.000000
"Transport or Logistics",Man,"Master's degree",93880.894737
"Transport or Logistics","Other or prefer not to answer","College degree",93000.000000
"Transport or Logistics",Man,"College degree",91072.733333
"Transport or Logistics",Woman,"Master's degree",84383.113636
"Transport or Logistics",Man,"High School",84162.916667
"Transport or Logistics",Woman,"College degree",72776.719298
"Transport or Logistics",Man,Unknown,70000.000000
"Transport or Logistics",Woman,"Some college",66819.558824
"Transport or Logistics",Man,"Some college",60641.250000
"Transport or Logistics",Non-binary,"College degree",45800.000000
"Transport or Logistics",Non-binary,"Some college",40584.000000
"Transport or Logistics","Other or prefer not to answer","Some college",33000.000000
"Transport or Logistics",Woman,Unknown,26540.000000
Travel,Man,"College degree",95000.000000
"Travel ",Woman,"Master's degree",145000.000000
"Undergrad student",Man,"High School",10000.000000
"Union/political organizing ",Woman,"Some college",103586.000000
Unions,Man,"Professional degree (MD, JD, etc.)",80000.000000
"University administration",Woman,"College degree",25217.000000
"University libraries",Non-binary,"Master's degree",54000.000000
"University research",Woman,"Master's degree",43000.000000
"University tech transfer (higher ed/marketing/writing)",Woman,"College degree",36000.000000
Unknown,Man,"College degree",24054400.000000
Unknown,Non-binary,"Professional degree (MD, JD, etc.)",10000000.000000
Unknown,Woman,"Master's degree",102266.666667
Unknown,"Other or prefer not to answer","Master's degree",98000.000000
Unknown,Woman,PhD,80333.333333
Unknown,Man,"Master's degree",79857.142857
Unknown,Woman,"College degree",71547.862069
Unknown,Woman,"High School",59377.250000
Unknown,Woman,"Professional degree (MD, JD, etc.)",50000.000000
Unknown,Man,"High School",47000.000000
Unknown,Woman,"Some college",42066.428571
Unknown,Woman,Unknown,37000.000000
Unknown,Unknown,Unknown,63.000000
"Urban Planning",Woman,"Professional degree (MD, JD, etc.)",104000.000000
"Urban Planning",Woman,"Master's degree",83692.000000
"User Experience (UX) Research",Woman,"Master's degree",134000.000000
"User Experience Design","Other or prefer not to answer","College degree",140000.000000
"Utilities & Telecommunications",Man,"Some college",6462471.562500
"Utilities & Telecommunications",Man,"Professional degree (MD, JD, etc.)",168000.000000
"Utilities & Telecommunications",Man,PhD,153550.000000
"Utilities & Telecommunications",Man,"Master's degree",139944.000000
"Utilities & Telecommunications",Woman,PhD,116000.000000
"Utilities & Telecommunications",Woman,"College degree",115216.388889
"Utilities & Telecommunications",Woman,"Professional degree (MD, JD, etc.)",111750.000000
"Utilities & Telecommunications",Woman,"Master's degree",98267.000000
"Utilities & Telecommunications",Man,"High School",87833.333333
"Utilities & Telecommunications",Woman,Unknown,87360.000000
"Utilities & Telecommunications",Man,"College degree",86680.978723
"Utilities & Telecommunications","Other or prefer not to answer","Master's degree",79900.000000
"Utilities & Telecommunications",Unknown,Unknown,75000.000000
"Utilities & Telecommunications",Woman,"Some college",71870.700000
"Utilities & Telecommunications",Non-binary,"College degree",63277.000000
"Utilities & Telecommunications",Woman,"High School",61161.428571
"Utilities & Telecommunications",Non-binary,"Master's degree",50000.000000
"Utilities & Telecommunications",Non-binary,"Some college",35060.000000
"Utilities & Telecommunications",Non-binary,"High School",29661.000000
"UX Research ",Woman,"College degree",82000.000000
Vet,Man,"College degree",70000.000000
Veterinarian,Woman,"Professional degree (MD, JD, etc.)",78000.000000
Veterinary,Woman,"Professional degree (MD, JD, etc.)",132500.000000
Veterinary,Woman,"College degree",45916.625000
"Veterinary ",Woman,"College degree",52000.000000
"Veterinary ",Man,"College degree",42000.000000
"Veterinary ",Woman,"Master's degree",35000.000000
"Veterinary ",Woman,"High School",31200.000000
"veterinary biotech",Woman,"Master's degree",89000.000000
"Veterinary Care",Woman,"High School",37400.000000
"Veterinary care",Woman,"Some college",36000.000000
"Veterinary Diagnostics",Woman,"College degree",44000.000000
"Veterinary m&a",Woman,"College degree",49000.000000
"Veterinary medicine",Woman,"Professional degree (MD, JD, etc.)",112400.000000
"Veterinary medicine",Woman,PhD,108000.000000
"Veterinary medicine",Woman,"College degree",48000.000000
"Veterinary medicine",Non-binary,"College degree",34000.000000
"Veterinary services",Woman,"College degree",45000.000000
"Video Game Industry",Man,"High School",90000.000000
"Video Games",Woman,"College degree",696928.000000
"Video games",Man,"College degree",95000.000000
"Video games",Non-binary,"Some college",80000.000000
"Virtual Assisting ",Woman,"Master's degree",41600.000000
"Virtual reality",Woman,"College degree",55000.000000
Warehouse,Man,"College degree",60000.000000
Warehouse,Woman,"College degree",37440.000000
"Warehouse ",Woman,"College degree",40000.000000
"Warehouse- Food and Beverage ",Woman,"College degree",47500.000000
Warehousing,Man,"Some college",46000.000000
"Warehousing ",Man,"Some college",19500.000000
"Waste and recycling",Non-binary,"College degree",37000.000000
"Waste Management ",Woman,"Master's degree",140000.000000
"Wealth advisor Research",Woman,"Master's degree",50000.000000
"Wherever I'm assigned via the union",Woman,"Some college",72800.000000
Wholesale,Woman,"College degree",69000.000000
"Wholesale - Apparel",Woman,"College degree",90000.000000
"Wholesale and retail trade",Woman,"Some college",25000.000000
"wholesale distribution",Man,"High School",100006.000000
"wholesale distribution",Woman,"Master's degree",100000.000000
"wholesale distribution",Woman,"College degree",62000.000000
"Wholesale Distribution B2B",Woman,"College degree",60000.000000
"Wholesale Industrial & Welding Supplies & Equipment",Woman,"High School",50000.000000
"Wholesale supplier ",Man,"College degree",76147.000000
"Wholesale textile manufacture and sales",Woman,"Some college",38000.000000
"Wholesale Trade",Woman,"Master's degree",50000.000000
Wholesale/Distrbution,Woman,"College degree",37500.000000
Wine,Woman,"College degree",72000.000000
"Wine & Spirits",Woman,"College degree",105000.000000
"Wine Importing/Distribution",Woman,"Master's degree",33000.000000
"Wine Wholesale",Woman,"College degree",85000.000000
Work-Study,Non-binary,"College degree",16000.000000
"Workforce development ",Woman,"Master's degree",52000.000000
"Writing and journalism ",Woman,"Some college",56000.000000
Zoo,Woman,"College degree",59000.000000
Zoo,Woman,"Master's degree",56000.000000
"Zoos and Aquariums",Man,"College degree",37419.000000
